date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2017-04-20,0.45,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-04-20,No
2017-04-05,0.426,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-04-05,No
2017-03-31,0.426,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-03-31,No
2017-03-23,0.385,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-03-23,No
2017-02-08,0.378,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-02-08,No
2017-01-16,0.337,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-01-16,No
2017-01-13,0.307,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-01-13,No
2016-12-05,0.299,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-12-05,No
2016-12-02,0.3,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-12-02,No
2016-11-28,0.272,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-11-28,No
2016-11-16,0.267,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-11-16,No
2016-10-05,0.267,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-10-05,No
2016-10-04,0.264,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-10-04,No
2016-09-28,0.247,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-09-28,No
2016-08-26,0.262,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-08-26,No
2016-06-30,0.291,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-06-30,No
2016-06-30,0.34,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-06-30,No
2016-05-19,0.339,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-05-19,No
2016-02-26,0.326,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-02-26,No
2016-02-24,0.315,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-02-24,No
2016-02-09,0.35,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-02-09,No
2016-01-19,0.361,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-01-19,No
2016-01-18,0.383,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2016-01-18,No
2015-12-14,0.472,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2015-12-14,No
2015-10-27,,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2015-10-27,No
2015-10-10,,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2015-10-10,No
2015-05-22,,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2015-05-22,No
2015-02-26,,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2015-02-26,No
2024-11-14,0.5,#808080,1,,Andrew Bailey,14 November 2024 Growth − speech by Andrew Bailey Growth − speech by Andrew Bailey,,,,Not related,,,1,"Its our duty to carry his work forward, but even more so to do it in his spirit, the one we enjoyed and miss so much.",0.2,"The speech focuses on the life and contributions of Mike Gill, with discussions on central clearing's importance but does not address immediate monetary policy concerns or future interest rate actions.","  In this speech, Andrew discusses growth in the economy and why it matters. He poses five questions on what we should do to tackle issues of potential supply, and support growth in the economy in the future. ",BoE,https://www.bankofengland.co.uk/speech/2024/november/andrew-bailey-speech-at-the-annual-financial-and-professional-services-dinner,2024-11-14,Yes
2024-05-21,0.5,#808080,1,,Andrew Bailey,The importance of central bank reserves,0,0.5,0.5,Hold,0.725,0.042,1,A range of £345-490bn is not a bad starting point.,0.1,"The speech discusses the importance of central bank reserves and the balance sheet but does not indicate a clear directional shift in monetary policy. It reflects on the importance of maintaining adequate reserves while steering a middle path, suggesting a neutral stance with likely stability in interest rates.","Lecture by Mr Andrew Bailey, Governor of the Bank of England, in honour of Charles Goodhart, hosted by the London School of Economics' Financial Markets Group, London, 21 May 2024. ",BoE,https://www.bis.org/review/r240522k.htm,2024-05-21,Yes
2023-11-29,0.5,#808080,1,,Andrew Bailey,Opening remarks at the 50th anniversary of the London Foreign Exchange Joint Standing Committee (FXJSC)...,,,,Not related,,,1,"It is necessary to keep in mind, however, that technological advancements bring new risks to financial stability.",0.4,"The speech primarily focuses on the impact of technological advancements on the financial industry, without direct references to current monetary policy or the economic outlook that would influence interest rate decisions. Thus, the content is not directly related to monetary policy decision-making.","  To mark the anniversary of the FXJSC, founded in November 1973, Andrew Bailey surveys some of the key thematic changes seen in FX markets over the past 50 years – from the role of currencies in macroeconomic frameworks; to the huge diversification in the range of market participants, the trading and settlement technologies they use; and the evolving toolkit needed to maintain safety, soundness and financial stability. Against that dynamic backdrop, two features of the market have remained constant – the UK’s position as the largest single FX centre; and the important role played by the FXJSC as a forum for facilitating market functioning, in both calm and unsettled times. The strengths of the FXJSC model has seen it adopted by many other national centres, as well as the Global Foreign Exchange Committee, established in 2017 to own the new FX Global Code. ",BoE,https://www.bankofengland.co.uk/speech/2023/november/andrew-bailey-remarks-at-the-50-year-anniversary-of-the-london-fxjsc,2023-11-29,Yes
2023-11-08,0.5,#808080,1,,Andrew Bailey,Openness beats fragmentation,,,,Not related,,,0.9,"The better approach is strong articulation of a common public policy objective in terms of financial stability, accompanied by effective co-ordination and cooperation.",0.3,"The speech focuses on financial system fragmentation and international cooperation, not explicitly on monetary policy decisions. Therefore, it does not offer clear dovish or hawkish signals.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the Central Bank of Ireland's 2nd Financial Services Conference, Dublin, 8 November 2023.",BoE,https://www.bis.org/review/r231108b.htm,2023-11-08,Yes
2022-02-10,0.5,#808080,1,,Andrew Bailey,A resilient financial system,,,,Hold,0.74,0.055,0.5,A resilient financial system has the resources and flexibility to respond to a range of shocks of different sorts.,0.4,"The speech focuses on financial stability and resilience rather than immediate monetary policy actions. It suggests a steady approach to regulatory settings and maintaining strength through resilience, which implies no immediate change in interest rates is likely.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the TheCityUK Annual Dinner, London, 10 February 2022.",BoE,http://www.bis.org/review/r220211b.htm,2022-02-10,Yes
2021-12-01,0.5,#808080,1,,Andrew Bailey,Reforming Solvency II - delivering policyholder protection,,,,Not related,,,1,Regulation must be based on an identified public interest or interests which the market acting on its own cannot be relied upon to satisfy.,0.5,"The speech is primarily about financial regulation post-Brexit and Solvency II, which does not directly relate to the central bank's monetary policy or the interest rate decision.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the Institute and Faculty of Actuaries, London, 1 December 2021.",BoE,http://www.bis.org/review/r211202p.htm,2021-12-01,Yes
2021-06-15,0.5,#808080,1,,Andrew Bailey,Innovation to serve the public interest,,,,Not related,,,0.9,I could have talked about monetary policy and controlling interest rates in a world of digital money.,0.5,"The speech primarily addresses innovation in digital currencies and public interest, rather than focusing on monetary policy or interest rates. While there is a mention of monetary policy briefly, it is not the main subject of discussion.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the City UK Annual Conference, 15 June 2021.",BoE,http://www.bis.org/review/r210615d.htm,2021-06-15,Yes
2021-06-03,0.5,#808080,1,,Andrew Bailey,Tackling climate for real - progress and next steps,,,,Not related,,,1,"On Tuesday I spoke about the role central banks have to play on climate change and that, far from representing an entirely new objective, the Bank of England's work in this space sits firmly within the bounds of our mission to maintain monetary and financial stability.",0.2,This speech by Andrew Bailey primarily focuses on the role of central banks in addressing climate change and the Bank of England's initiatives on climate risk management. It does not discuss monetary policy or interest rate decisions directly.,"Speech by Mr Andrew Bailey, Governor of the Bank of England, at the BIS-BDF-IMF-NGFS Green Swan 2021 Global Virtual Conference, 3 June 2021",BoE,http://www.bis.org/review/r210604b.htm,2021-06-03,Yes
2021-06-01,0.5,#808080,1,,Andrew Bailey,Tackling climate for real - the role of central banks,,,,Not related,,,0.9,The Bank of England will continue to play its part.,0.4,The speech primarily focuses on climate change and the role of central banks in addressing related systemic risks rather than directly addressing monetary policy intentions or the policy rate.,"Speech by Mr Andrew Bailey, Governor of the Bank of England, at Reuters Events Responsible Business, 1 June 2021.",BoE,http://www.bis.org/review/r210602a.htm,2021-06-01,Yes
2021-05-12,0.5,#808080,1,,Andrew Bailey,Taking our second chance to make MMFs more resilient,,,,Hold,0.71,0.022,0.5,The dash for cash provided an unwelcome reminder that the post financial crisis did not finish the job and left a dangerous gap in our exposure to the risk of financial instability.,0.3,"The speech focuses on financial stability, particularly MMFs, rather than immediate monetary policy changes. Therefore, the stance is neutral in terms of interest rate implications.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the International Swaps and Derivatives Association (ISDA) 35th Annual General Meeting, 12 May 2021.",BoE,http://www.bis.org/review/r210512g.htm,2021-05-12,Yes
2021-05-11,0.5,#808080,1,,Andrew Bailey,Descending safely – life after Libor,,,,Not related,,,1,"A broad-based transition to more robust overnight risk-free rates can provide the safe descent from Libor we set out to achieve, to a more resilient and transparent financial system.",0.1,The speech primarily focuses on the transition from Libor to robust alternative rates and does not address monetary policy or interest rate decisions directly.,"Speech by Mr Andrew Bailey, Governor of the Bank of England, at Alternative Reference Rates Committee – the SOFR symposium: The final year, 11 May 2021.",BoE,http://www.bis.org/review/r210512c.htm,2021-05-11,Yes
2021-04-21,0.5,#808080,1,,Andrew Bailey,Meeting varied people,,,,Not related,,,1,Diversity in who we speak to in financial markets has even more direct benefits.,0.3,"The speech focuses on diversity and inclusion, rather than on specific monetary policy or economic outlook that could provide clear hawkish or dovish signals. It does not address interest rates directly.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at Diversity in Market Intelligence: Launching our Meeting Varied People Initiative, 21 April 2021.",BoE,http://www.bis.org/review/r210422b.htm,2021-04-21,Yes
2021-03-25,0.5,#808080,1,,Andrew Bailey,Banknote character,,,,Not related,,,1,"The person chosen to feature on a currency, can embody the spirit of a nation.",0.3,"The speech is focused on the unveiling of a new banknote and the achievements of Alan Turing, not on monetary policy or economic conditions.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the unveil of the Alan Turing £50 polymer banknote, London, 25 March 2021.",BoE,http://www.bis.org/review/r210326d.htm,2021-03-25,Yes
2021-02-10,0.5,#808080,1,,Andrew Bailey,The case for an open financial system,,,,Not related,,,1,There is no doubt in my mind that an open world economy supported by an open financial system that respects the public interest objective of financial stability will bring the greatest benefits all round.,0.4,"The speech primarily focused on the importance of an open financial system and global cooperation, not directly related to monetary policy or interest rate directions. Therefore, it's categorized as 'Not related' to monetary policy.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the Financial and Professional Services Address, Mansion House, London, 10 February 2021.",BoE,https://www.bis.org/review/r210211b.htm,2021-02-10,Yes
2020-11-09,0.5,#808080,1,,Andrew Bailey,The time to push ahead on tackling climate change,,,,Not related,,,1,Our goal is to build a UK financial system resilient to the risks from climate change and supportive of the transition to a net-zero economy.,0.8,"The speech primarily focuses on environmental issues and the role of the financial system in tackling climate change, rather than directly addressing monetary policy or the interest rate decision.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at the Corporation of London Green Horizon Summit, Mansion House, virtual event, 9 November 2020.",BoE,https://www.bis.org/review/r201109a.htm,2020-11-09,Yes
2020-09-03,0.5,#808080,1,,Andrew Bailey,Reinventing the wheel (with more automation),,,,Not related,,,0.8,We have reached the point in the cycle of innovation in payments where it is essential that we set the standards and thus the expectations for how innovation will take effect.,0.6,"The speech primarily focuses on the evolution of payment systems, digital currencies, and stablecoins, rather than on the current monetary policy or economic stance. Hence, it is not directly related to the interest rate decision framework.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at Brookings Institution, Virtual Event, 3 September 2020.",BoE,https://www.bis.org/review/r200903d.htm,2020-09-03,Yes
2020-07-13,0.5,#808080,1,,Andrew Bailey,Libor - entering the endgame,,,,Not related,,,1,This is a necessity not a choice and there are eighteen months left to transition.,0.2,"The speech is focused on the transition away from Libor rather than monetary policy or interest rate changes. Though Andrew Bailey discusses the broader financial environment, the primary topic is the Libor transition, which doesn't have a direct bearing on interest rate decisions.","Speech by Mr Andrew Bailey, Governor of the Bank of England, at a Bloomberg Webinar, London and New York City, 13 July 2020.",BoE,https://www.bis.org/review/r200717i.htm,2020-07-13,Yes
2016-05-09,0.5,#808080,1,,Andrew Bailey,Culture in financial services - a regulator's perspective,,,,Not related,,,0.4,Culture is everywhere and nowhere in firms; everywhere in the sense that it is shaped and determined by all the features of the firm.,0.1,The speech focuses on the importance of culture in financial services from a regulatory perspective and does not directly address monetary policy or provide insight into the central bank's interest rate decisions.,"Speech by Mr Andrew Bailey, Deputy Governor of Prudential Regulation and Chief Executive Officer of the Prudential Regulation Authority at the Bank of England, at the City Week 2016 Conference, London, 9 May 2016.",BoE,https://www.bis.org/review/r160519d.htm,2016-05-09,Yes
2016-03-18,0.5,#808080,1,,Andrew Bailey,Defining the objectives and goals of supervision,,,,Not related,,,1,We should devote more time to discussing the skill of supervision.,0.3,The speech primarily focuses on the objectives and skills necessary for effective supervision and does not directly address current monetary policy or interest rate decisions.,"Speech by Mr Andrew Bailey, Deputy Governor of Prudential Regulation and Chief Executive Officer of the Prudential Regulation Authority at the Bank of England, at the New York Fed conference ""Defining the objectives and goals of supervision"", Federal Reserve Bank of New York, New York City, 18 March 2016.",Fed,https://www.bis.org/review/r160415f.htm,2016-03-18,Yes
2016-03-09,0.5,#808080,1,,Andrew Bailey,Bank capital - debating again,,,,Not related,,,1,"Bank capital has been in the news again recently, or at least parts of the news - there are some other things going on.",0.2,The speech primarily discusses bank capital regulation and supervision rather than directly addressing monetary policy or interest rate changes.,"Speech by Mr Andrew Bailey, Deputy Governor of Prudential Regulation and Chief Executive Officer of the Prudential Regulation Authority at the Bank of England, at Barclays' 2016 Financial Conference, London, 9 March 2016",BoE,https://www.bis.org/review/r160310a.htm,2016-03-09,Yes
2016-01-27,0.5,#808080,1,,Andrew Bailey,Post crisis reforms - the lessons of balance sheets,,,,Not related,,,0.9,"In conclusion, the objective of the financial reform programme is clearly not to return to the unstable pre-crisis years, however attractive some of the statistics of that period look in isolation.",0.3,"The speech primarily focuses on financial system reforms and lessons from the crisis regarding bank balance sheets, rather than directly discussing monetary policy or interest rate decisions.","Speech by Mr Andrew Bailey, Deputy Governor of Prudential Regulation and Chief Executive Officer of the Prudential Regulation Authority at the Bank of England, at the International Financial Services Forum, Dublin, 27 January 2016.",BoE,https://www.bis.org/review/r160209a.htm,2016-01-27,Yes
