date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2020-01-16,Michelle W Bowman,0.475,0.396,0.554,0.5,0.25,The outlook for housing,0.079,0.25,0.5,Hold,0.765,0.047,1,Most FOMC participants see the current target range for the federal funds rate as likely to remain appropriate this year as long as incoming information remains broadly consistent with the economic outlook I described earlier.,0.3,"The speech suggests that the economy is currently in a good place with low unemployment and consistent GDP growth, and mentions that the FOMC sees the current rate as likely to remain appropriate. Therefore, the tone is neutral, suggesting a hold on rate changes.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 2020 Economic Forecast Breakfast, Home Builders Association of Greater Kansas City, Kansas City, Missouri, 16 January 2020.",Fed,https://www.bis.org/review/r200121e.htm,#21908CFF,2020-01-16
2019-10-17,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,"Opening remarks - ""Monetary Policy's Impact on Workers and Their Communities""",0,0.5,0.5,Hold,0.675,0.079,1,One question I hope to explore is whether we need new strategies to more effectively achieve our goals.,0.3,The speech focuses on public engagement and transparency in monetary policy rather than directly signaling a shift in monetary policy stance. The discussion centers around exploring new strategies and tools but does not indicate a firm direction towards changing interest rates.,"Opening remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at ""Monetary Policy's Impact on Workers and Their Communities"", a Fed Listens event, sponsored by the Federal Reserve Bank of Chicago, Chicago, Illinois, 17 October 2019.",Fed,https://www.bis.org/review/r191018c.htm,#21908CFF,2019-10-17
2019-09-04,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,Introductory remarks - Fed Listens event,0,0.5,0.5,Hold,0.655,0.05,1,I hope to explore is whether we need new strategies to more effectively achieve our goals.,0.2,"The speech focuses on listening and engaging with the public to gather diverse views about monetary policy, without directly indicating a bias towards raising or lowering rates. It mentions inflation being below the 2 percent target but emphasizes discussion and possible new strategies rather than immediate actions.","Introductory remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at a Fed Listens event sponsored by the Federal Reserve Bank of St. Louis, St. Louis, Missouri, 4 September 2019.",Fed,https://www.bis.org/review/r190905a.htm,#21908CFF,2019-09-04
2024-05-20,Philip N Jefferson,0.605,0.455,0.755,0.7,0.25,US economic outlook and housing price dynamics,0.15,0.25,0.7,Hold,0.73,0.059,1,The FOMC noted that it does not expect it will be appropriate to reduce the target range until it has gained greater confidence that inflation is moving sustainably toward 2 percent.,0.6,"The speech acknowledges progress in reducing inflation and a solid labor market, but also highlights that inflation remains above target, suggesting a need for restrictive policy for longer. Jefferson implies current policy is appropriate while being vigilant of inflationary pressures, indicating a likelihood to hold rates for now.","Speech by Mr Philip N Jefferson, Vice Chair of the Board of Governors of the Federal Reserve System, at the Mortgage Bankers Association's Secondary and Capital Markets Conference and Expo 2024, New York City, 20 May 2024.",Fed,https://www.bis.org/review/r240522g.htm,#22A884FF,2024-05-20
2024-04-16,Philip N Jefferson,0.61,0.522,0.698,0.7,0.5,Economic uncertainty and the evolution of monetary policymaking,0.088,0.5,0.7,Hold,0.705,0.055,1,"My baseline outlook continues to be that inflation will decline further, with the policy rate held steady at its current level.",0.3,"Vice Chair Jefferson acknowledges progress in reducing inflation but highlights it remains above target, suggesting a cautious approach to maintaining a restrictive stance. The emphasis on uncertainty and readiness to maintain current policy points to a somewhat hawkish position, leaning towards holding rates to ensure inflation trends continue to align with goals.","Speech by Mr Philip N Jefferson, Vice Chair of the Board of Governors of the Federal Reserve System, at the International Research Forum on Monetary Policy, Washington DC, 16 April 2024.",Fed,https://www.bis.org/review/r240425e.htm,#22A884FF,2024-04-16
2023-11-14,Philip N Jefferson,0.5,0.367,0.633,0.7,0.3,Elevated economic uncertainty - causes and consequences,0.133,0.3,0.7,Hold,0.685,0.071,1,"Monetary policymakers need to consider what they don't know in their decisionmaking, along with what they do know.",0.5,"The speech focuses on the elevated uncertainty in the current economic environment and its implications for monetary policy. Jefferson discusses the complexity of measuring uncertainty and its impact on economic outcomes but doesn't commit to a clear policy direction like rate changes. The emphasis on the challenges posed by uncertainty and the consideration of various outcomes suggests a cautious approach, aligning with a decision to 'Hold' rates.","Keynote address (virtual) by Mr Philip N Jefferson, Vice Chair of the Board of Governors of the Federal Reserve System, at the Third High-Level Conference on Global Risk, Uncertainty and Volatility, jointly organised by the Swiss National Bank, Bank for International Settlements and the Board of Governors of the Federal Reserve System, Zurich, 14 November 2023.",Fed,https://www.bis.org/review/r231115c.htm,#22A884FF,2023-11-14
2023-10-09,Philip N Jefferson,0.595,0.505,0.685,0.7,0.5,US economic outlook and monetary policy transmission,0.09,0.5,0.7,Hold,0.722,0.067,0.9,"We are in a sensitive period of risk management, where we have to balance the risk of not having tightened enough, against the risk of policy being too restrictive.",0.3,"Philip N. Jefferson acknowledges both the upside and downside risks to the economy and the uncertainties in the economic outlook. He recognizes the need to be cautious in monetary policy decisions, indicating neither a strong bias towards further tightening nor easing, suggesting a 'hold' position in the next meeting.","Speech by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the ""Beyond the Business Cycle: Adapting to a New Global Paradigm"" 65th Annual Meeting of the National Association for Business Economics, Dallas, Texas, 9 October 2023.",Fed,https://www.bis.org/review/r231010b.htm,#22A884FF,2023-10-09
2023-05-31,Philip N Jefferson,0.455,0.343,0.567,0.6,0.3,Financial stability and the US economy,0.112,0.3,0.6,Hold,0.7,0,1,A decision to hold our policy rate constant at a coming meeting should not be interpreted to mean that we have reached the peak rate for this cycle.,0.9,"The speech indicates a cautious tone regarding financial stability while acknowledging that the economy might not yet have felt the full impact of previous rate hikes. This suggests some dovish considerations, but with an emphasis on assessing more data before making additional rate changes.","Remarks by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the 22nd Annual International Conference on Policy Challenges for the Financial Sector, Washington DC, 31 May 2023.",Fed,http://www.bis.org/review/r230601k.htm,#22A884FF,2023-05-31
2023-05-18,Philip N Jefferson,0.55,0.423,0.677,0.7,0.3,The US economic outlook and considerations for monetary policy,0.127,0.3,0.7,Hold,0.665,0.041,1,"Inflation is too high, and we have not yet made sufficient progress on reducing it.",0.2,"The speech indicates concern over inflation still being too high and not having made sufficient progress in reducing it, implying a need for cautionary measures rather than easing. This suggests a somewhat hawkish stance but not aggressive enough to suggest a rate hike due to acknowledgment of slowing GDP growth and labor market resilience, leading to a 'hold' prediction on rates.","Speech by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the 2023 International Insurance Forum, organised by the National Association of Insurance Commissioners (NAIC), Washington DC, 18 May 2023.",Fed,http://www.bis.org/review/r230522a.htm,#22A884FF,2023-05-18
2023-05-12,Philip N Jefferson,0.545,0.415,0.675,0.8,0.3,On the assessment of current monetary policy,0.13,0.3,0.8,Hold,0.695,0.044,1,But my reading of this evidence is that we are 'doing what is necessary or expected' of us.,0.3,"Jefferson acknowledges that inflation is still elevated but emphasizes that current monetary policy actions, including tightening, are necessary and expected. His tone suggests an openness to maintaining current policies to continue addressing inflation, hence a 'Somewhat hawkish' stance leaning towards holding rates steady to observe the effects of prior increases.","Speech by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the ""How to Get Back on Track - A Policy Conference"", Hoover Institution, Stanford, California, 12 May 2023.",Fed,http://www.bis.org/review/r230515e.htm,#22A884FF,2023-05-12
2023-03-27,Philip N Jefferson,0.665,0.577,0.753,0.75,0.5,Implementation and transmission of monetary policy,0.088,0.5,0.75,Raise,0.812,0.035,0.8,"Currently, we are tightening monetary policy.",0.6,"The speech indicates that the Federal Reserve is currently tightening monetary policy, which suggests a bias towards raising rates to combat inflation and guide market rates.","Speech by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the H. Parker Willis Lecture, Washington and Lee University, Lexington, Virginia, 27 March 2023.",Fed,http://www.bis.org/review/r230328a.htm,#22A884FF,2023-03-27
2023-02-27,Philip N Jefferson,0.735,0.641,0.829,1,0.7,Recent inflation and the dual mandate,0.094,0.7,1,Raise,0.75,0.085,1,I am committed to lowering inflation to our 2 percent target.,0.3,"The speech emphasizes the Federal Reserve's commitment to reducing inflation to the 2 percent target and highlights the risks of not being restrictive enough, suggesting a somewhat hawkish stance. The mention of being committed to lowering inflation indicates a likelihood of supporting a rate increase.","Remarks by Mr Philip N Jefferson, Member of the Board of Governors of the Federal Reserve System, at the Ec10, Principles of Economics, Lecture, Faculty of Arts and Sciences, Harvard University, Cambridge, Massachusetts, 27 February 2023.",Fed,http://www.bis.org/review/r230228c.htm,#22A884FF,2023-02-27
