date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2012-05-23,0.29,#C4E021FF,3,,Charles Bean,Pension funds and quantitative easing,0.084,0.2,0.5,FALSE,Hold,0.635,0.047,1,"Indeed, as the minutes released earlier today reveal, the decision at our May meeting not to extend the programme was already quite finely balanced.",0.6,"Charles Bean discusses the effects of quantitative easing on pension funds and acknowledges the potential need to re-start asset purchases given the uncertain economic environment. This suggests a somewhat dovish stance, particularly given the heightened uncertainty in the euro area at the time. His remarks indicate a caution in scaling back monetary support, pointing more towards holding rates at the next meeting rather than cutting or raising them, hence the 'Hold' prediction.",2012-05-23,No,
2012-02-21,0.205,#C4E021FF,3,,Charles Bean,Quantitative easing and the economic outlook,0.09,0,0.3,FALSE,Hold,0.655,0.05,1,"Given that, the stance of monetary policy needs to be loose in order to sustain demand.",0.3,"The speech highlights the need for continued monetary stimulus through quantitative easing to support the recovery and address the risks of sluggish growth. The mention of restarting asset purchases and concerns about growth suggest a somewhat dovish stance, leaning towards holding the policy rate rather than cutting it further.",2012-02-21,No,
2011-11-03,0.255,#C4E021FF,3,,Charles Bean,The Economic Outlook,0.069,0.1,0.3,FALSE,Hold,0.66,0.052,1,"Now, just a few months later, the Committee has unanimously voted to re-start its programme of asset purchases financed by the issuance of additional central bank reserves, also known as quantitative easing.",0.8,"The speech reflects a response to a weaker than expected economic outlook by reinstating asset purchases, indicating a dovish stance due to concerns about growth and inflation overshooting. However, the acknowledgment of high current inflation suggests only a somewhat dovish tilt.",2011-11-03,No,
2011-07-12,0.415,#C4E021FF,3,,Charles Bean,Central banking then and now,0.111,0.25,0.5,FALSE,Hold,0.695,0.016,1,Central banks do not run out of ammunition when policy rates reach their zero lower bound.,0.5,"The speech discusses lessons from the financial crisis and emphasizes the need for central banks to be flexible and adaptive, including using quantitative easing. While critical of past monetary policy, it does not advocate for immediate tightening, suggesting a cautious approach to interest rate changes.",2011-07-12,No,
2011-05-19,0.32,#C4E021FF,3,,Charles Bean,The Economic Outlook,0.098,0.25,0.5,FALSE,Hold,0.675,0.049,1,"The MPC’s chosen approach has been to accept a temporary period of above-target inflation, rather than seeking to hold inflation as close to the 2% target as possible at all times.",0.4,"The speech acknowledges the above-target inflation but supports maintaining lower interest rates to promote economic recovery and necessary rebalancing. This implies a somewhat dovish stance, despite recognizing inflation concerns, suggesting the likelihood of holding rates steady.",2011-05-19,No,
2011-03-03,0.515,#C4E021FF,3,,Charles Bean,The MPC's policy dilemma,0.129,0.3,0.7,FALSE,Hold,0.606,0.017,0.9,Allowing inflation to come back gradually towards the target would allow the margin of spare capacity to close more rapidly.,0.4,"Charles Bean acknowledges both the risks of persistent inflation and the fragility of the recovery. By suggesting that allowing inflation to gradually return to the target could help close the margin of spare capacity more rapidly, he leans slightly dovish. Despite the elevated inflation, Bean highlights significant uncertainties and headwinds to growth, indicating a preference for maintaining the current policy rate longer to support the recovery.",2011-03-03,No,
2011-02-25,0.365,#C4E021FF,3,,Charles Bean,Lessons on unconventional monetary policy from the United Kingdom,0.118,0.25,0.5,FALSE,Hold,0.7,0,1,"Asset purchases aimed at flattening the yield curve are, in my view, best kept in a locker marked For Emergency Use Only.",0.4,"The speech discusses the use of unconventional monetary policy measures, such as quantitative easing, which is typically seen as dovish as it involves increasing the money supply to stimulate the economy. However, the speaker also mentions the temporary and emergency nature of these measures, suggesting a cautious and moderate stance rather than fully dovish. Given the current low policy rate and focus on lessons from past interventions, a hold on the rates seems the most likely stance at the next meeting.",2011-02-25,No,
2010-12-13,0.52,#C4E021FF,3,,Charles Bean,The Economic Outlook for 2011 and Beyond,0.103,0.3,0.7,FALSE,Hold,0.694,0.017,0.9,"If all goes to plan, however, and private final demand continues to pick up the baton as the fiscal consolidation proceeds, then the margin of spare capacity will shrink and it will at some juncture become appropriate to begin withdrawing the current extraordinary degree of monetary stimulus.",0.4,"The speech highlights concerns about inflation being above target but also emphasizes that this is expected to be temporary. The speaker suggests that current policy is appropriate given the economic outlook, indicating a balanced view between risks to inflation and growth, hence a neutral stance.",2010-12-13,No,
2010-10-27,0.48,#C4E021FF,3,,Charles Bean,Measuring Recession and Recovery,0.063,0.3,0.5,FALSE,Hold,0.695,0.06,1,"While judging the margin of spare capacity is always a problem for policy makers, it is particularly difficult at the current juncture because a banking crisis accompanied by a deep recession is likely to lead to some impairment of the economy’s supply capacity.",0.2,"Charles Bean's speech focuses more on the past economic recession and the importance of understanding statistical data rather than providing strong indications of future policy directions. The acknowledgment of puzzles and difficulties in measuring resources, as well as the discussion on potential output, suggests a balanced view without advocating for immediate policy changes.",2010-10-27,No,
2010-08-28,0.665,#C4E021FF,3,,Charles Bean,Monetary Policy after the Fall,0.142,0.5,1,FALSE,Hold,0.644,0.062,0.8,The case for 'leaning against the wind' by raising policy rates higher than required to meet immediate inflation and output objectives appears strengthened by recent events.,0.7,"The speech emphasizes caution about raising inflation targets and suggests that maintaining policy rates higher to mitigate risks from credit and asset-price booms, reflecting a somewhat hawkish stance. However, there is no strong commitment to immediate rate increases, making a hold decision plausible.",2010-08-28,No,
2010-03-16,0.315,#C4E021FF,3,,Charles Bean,The UK Economy after the Crisis: Monetary Policy when it is not so NICE,0.067,0.25,0.5,FALSE,Hold,0.67,0.054,1,"All we can do on the Monetary Policy Committee is stand ready to react to those risks if and when they crystallise, either resuming asset purchases if further stimulation is required, or tightening policy through Bank Rate increases and ultimately asset sales.",0.2,"Charles Bean highlights both the ongoing challenges in the economy and the substantial policy support still needed, including quantitative easing and low Bank Rate, suggesting a cautious outlook and a preference for maintaining current policy. This implies a slight dovish stance, but acknowledges the uncertain recovery, making a 'Hold' decision at the next meeting probable.",2010-03-16,No,
2009-10-13,0.31,#C4E021FF,3,,Charles Bean,Quantitative Easing: An Interim Report,0.143,0.1,0.6,FALSE,Hold,0.71,0.052,1,"At some stage, as the recovery proceeds, the Monetary Policy Committee will need gradually to remove the large monetary stimulus that we have imparted to the economy, otherwise we will be in danger of overshooting our 2% inflation target.",0.5,"The speech highlights the effectiveness and necessity of Quantitative Easing as a response to the economic downturn. It suggests that, while monetary stimulus needs eventual withdrawal, the current accommodative policy remains important for recovery. Thus, holding rates to sustain the recovery seems likely.",2009-10-13,No,
